label,n_days,cum_return,ann_return,ann_volatility,sharpe,sortino,calmar,max_drawdown,hit_rate,w_confidence,w_risk
wc1.0_wr0.0,877,-0.3500695223333412,-0.1164552020663101,0.23847949782317343,-0.48399153983777266,-0.7176773804891069,-0.25337661691513497,-0.4596130593428642,0.4925883694412771,1.0,0.0
wc0.8_wr0.2,877,-0.09312655373478962,-0.027697666242831653,0.24226659242616508,-0.07758802994162355,-0.11309420905324258,-0.06346315175401968,-0.43643697921254465,0.49372862029646525,0.8,0.2
wc0.6_wr0.4,877,0.016139936027812496,0.0046112722513598214,0.2376664797678194,0.05391743690760517,0.07866601548463908,0.012720705504001131,-0.3625012975820725,0.500570125427594,0.6,0.4
wc0.5_wr0.5,877,0.11561730867817954,0.03193699663758354,0.23433895105569608,0.165771990428877,0.24255576436631013,0.09272908082547113,-0.34441187546863916,0.5028506271379704,0.5,0.5
wc0.4_wr0.6,877,-0.004069105932612005,-0.0011709292429681328,0.20600746408242976,0.00031091686602330163,0.0004470453532110865,-0.0034231924570562377,-0.34205767208749616,0.4960091220068415,0.4,0.6
wc0.2_wr0.8,877,0.22132038243354168,0.059131532139268916,0.21733781636191205,0.2810125368483841,0.40786188617023666,0.18750365221597576,-0.31536202863482554,0.5062713797035348,0.2,0.8
wc0.0_wr1.0,877,-0.042618031165878256,-0.012436629736121696,0.214868131660304,-0.04384857022254052,-0.06273765479335139,-0.038347459503415844,-0.32431430653219384,0.5017103762827823,0.0,1.0
