,full,no_csa,no_rpa,single_alpha,gbm,no_agents_all_alphas
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.0173598695415393,-0.015676920632520863,0.017783574585848023,0.00046604260266098216,0.018358233987620754,0.02041507980709801
2021-01-07,0.009459172954074823,0.009322391945980297,0.010270750073287843,0.029976397773340432,0.00987842453608331,0.014388671118881854
2021-01-08,-0.002369308986289141,0.009064368794602673,0.003120588749595753,0.012476658708415519,-0.0016738978016357675,-0.009586930228558811
2021-01-11,0.00246384760940497,-0.0045694621832061775,-0.01599685848718696,-0.012996095991708678,0.005350023676009111,-0.004225712179685431
2021-01-12,0.006182412661743364,-0.0005302666030188945,0.011905090541151178,-0.00392577474499768,0.014365407585258472,0.0015949728909701582
2021-01-13,0.0003206369742279918,0.0013329032099665705,0.0008461184152451407,-0.0071389994097191805,0.000499838840888636,-0.00045081057807163646
2021-01-14,0.006778538745107819,-0.0010883854544739152,0.02625979974371554,-0.007730249626666913,0.025456314060445646,0.0035037779866225033
2021-01-15,-0.0018263032565582395,-0.005352918366859691,-0.012855737768710556,-0.012876442935383866,-0.003682386509944712,-0.000192073105111288
2021-01-19,0.00010364622445154924,0.004759807558728133,0.005608702093996765,0.009153473638969173,0.005635187429821664,0.011063073623385255
2021-01-20,0.0042954964775394275,0.02523536115945382,0.012513158880061765,0.012865483407679314,0.008548004325864944,0.005307083116837932
2021-01-21,-8.265072461367132e-05,-0.0018345507281356348,-0.004346840480818379,0.0007385376027338165,-0.01176383575090445,0.009943682973275851
2021-01-22,-0.006107238577617185,-0.005876622545055725,-0.009256445808894398,-0.006469694255766035,-0.0022380503146739008,-0.001544136209406132
2021-01-25,-0.0018663014018766603,-0.0016563919121022526,-0.0034871876603953514,-0.0005473333173021796,-0.006723416517756802,0.012247797205283727
2021-01-26,-0.000972710209025856,-0.0054870504845184595,-0.005128226641414696,-0.00969798861264374,-0.013503139702874782,0.005951587312215158
2021-01-27,-0.021424818116920073,-0.014960994705645663,-0.021489614727399728,-0.04184536249728145,-0.007535869338223508,-0.010328984736637478
2021-01-28,0.01574597572186736,0.013838554922993759,0.022380336082432215,0.019311968314907276,0.026218281228092607,-0.01627502144313247
2021-01-29,-0.0191694557161633,-0.02242893648900692,-0.03202241838192347,-0.018824229410534323,-0.023981840663614095,-0.0190261127365419
2021-02-01,0.016150314871609676,0.008396313773689046,0.01751232835176346,0.024445147124291668,0.011629166846453664,0.013419396675570273
2021-02-02,0.021878907420686166,0.005048432192587972,0.02196796813309737,0.027015224890009282,0.025245050997642394,0.013961086846858088
2021-02-03,0.009416673167213964,0.012014119232893947,0.0042266637072747165,-0.0013015412522252026,0.0212535374061263,-0.0005302633170111746
2021-02-04,0.01810309468460749,0.010215701613384856,0.021193244156362298,0.023269301067782532,0.016022886529842875,0.01607129502308921
2021-02-05,0.0017827202146765845,-0.0046734022393178695,0.002719830322886742,0.014592429949745866,0.008098508219112795,0.0031448800449658683
2021-02-08,0.009137601528695728,0.015762422314246516,0.007835440808981776,0.0005003280557322296,0.016022314318150717,0.01589088363666691
2021-02-09,-0.004635037811895661,-0.0012101137141006825,-0.0066569626321887725,-0.0014043468269663768,-0.009845873917958277,-0.0020784457410860453
2021-02-10,0.004916050446585385,0.004528650263171305,-0.0023075247099986354,-0.006195400928362888,0.0047468092190291414,-0.0046968963745473435
2021-02-11,-0.0006678701009769916,-0.0011469434996533082,-0.010127817135941845,0.0010693389115489147,-0.007176861231181092,0.005622145705325622
2021-02-12,0.004557487178240708,0.004854795805590086,0.005501143333104306,0.005305359529313437,0.005183591322051787,0.0022670362083235603
2021-02-16,0.0069941379537504554,-0.002762821751115722,0.01665926705302451,-0.00441900178350763,0.018657576435112226,-0.003183528869641742
2021-02-17,0.002140530211634655,-0.003711066607096355,0.007673386972384601,-0.008462633342657599,0.010578128214448087,-0.001399211239901496
2021-02-18,-0.0010837818661838142,-0.012156873719475906,-0.0015724082923757503,-0.003151066435479995,-0.003456787204641227,0.00625682327128464
2021-02-19,0.005710516565893537,0.005343253235501074,0.0020115801840377354,0.012209276231290122,0.009356890669922494,-0.0024084898202621145
2021-02-22,-0.005507528891090165,-0.009540192921197616,-0.021168549601904552,-0.022330791205205668,0.009758627440682637,-0.006748017027645866
2021-02-23,0.003761938441946451,-0.0026935783782201235,-0.002215973793477614,-0.005168448808177547,0.006894805135162485,-0.0006407029437910455
2021-02-24,0.013499507859540244,0.021767280503386027,0.006895914142886831,0.027162206699101583,0.01997492796611966,0.00712979330843406
2021-02-25,-0.017846024429763893,-0.03960448569119097,-0.032086451073211675,-0.04012523295070476,-0.029192708069963585,-0.024611622286400004
2021-02-26,-0.01335979061615582,0.006305280622768625,0.0028500930277690494,-0.005293233490846465,-0.0024370427463627016,-0.008890096037440131
2021-03-01,0.029104620562031818,0.020694071369089802,0.028188449032027798,0.017860187637668484,0.009166788525553901,0.02575718755981526
2021-03-02,-0.0070897105895076674,-0.00830071758787062,-0.004411177279556195,-0.012777813930831706,-0.0014296693007868127,-0.010390736192463343
2021-03-03,-0.011523899683329465,-0.009476352763123629,-0.006609115942027137,-0.034366828578974815,-0.00013325379530297973,-0.012414267873406567
2021-03-04,-0.015293393748436857,-0.015408408165391121,-0.010964783439285537,-0.027468371890304003,-0.008810602223491068,-0.022969315061017195
2021-03-05,0.021688373387501098,0.01581065690911173,0.028659170513145378,0.01576246705989125,0.023964260266334157,0.02797766122880553
2021-03-08,-0.011222754837016992,-0.020258308668272666,-0.0019032008479221941,-0.02239250155790606,0.007696381389952367,-0.0013527615214420229
2021-03-09,0.024960428378333586,0.02374782541973671,0.016350312966196184,0.025488762712651547,0.0017184973969529764,0.013962943739190138
2021-03-10,-0.0006300443191321467,0.00021201503553069717,0.006696082135605755,0.00121012291931416,0.025358933386260413,0.01144811308323092
2021-03-11,0.006635277913299216,0.01979455567542956,0.0159991082697271,0.02584713634254674,0.0020744783582881815,0.009450511562971602
2021-03-12,0.004890741952276173,0.004139366945987608,0.00471789212719118,-0.004017560463166201,0.0035430455915941746,0.003387276868449143
2021-03-15,0.012922239416450503,-5.146521359462679e-05,0.015723439086921302,0.018334768971810543,0.011239690441044115,0.012156866678809532
2021-03-16,-9.058450591752667e-05,-0.009393322757215258,-0.00636262425692502,-0.022637747095047248,-0.00420443773778302,-0.004766566836402729
2021-03-17,0.003402039275267676,0.0017504501087367511,0.012291661044870091,0.008713710005406753,0.0031540661101325685,0.007460377160290513
2021-03-18,-0.021217782277821038,-0.0052601900210635264,-0.00886533000982932,-0.030291273182221624,-0.02189517757367187,-0.013231002065543276
2021-03-19,0.004100552524427756,0.004287954395852122,0.00401094710750213,0.007272940628779496,0.00737229776832971,0.005387090353070356
2021-03-22,0.004664350592488433,0.010230451952086666,-0.005544392100623281,0.008741631568053057,0.0022442082320664166,0.010135922945835981
2021-03-23,-0.017230338732702494,-0.008439379233349243,-0.019113531421843275,-0.015173557956650123,-0.02480529030951336,-0.023574127027856866
2021-03-24,0.00850471146584404,-0.0005386096176186468,0.0032263491221305443,-0.019967306980412793,-0.001216342953745233,-0.0007142673026005646
2021-03-25,0.01056718906439848,0.008557595519653577,0.014418629583273933,0.008930956646471302,0.018294763501950664,0.015284476679008287
2021-03-26,0.024392593551886894,0.01263277686230731,0.027084207483844987,0.013939358401020525,0.020429313420139702,0.025739855050328806
2021-03-29,-0.018430598543343262,0.00010829909823876116,-0.014099073344299303,-0.013492171206643035,-0.00394328725476266,-0.013880444912710855
2021-03-30,0.005992059226040432,0.002636434378876064,0.0010102216401290923,0.0014219290341085941,0.009857155662049923,0.0035252614488856674
2021-03-31,0.004932207046977848,0.005772059052143553,0.01168655986353921,0.018472798508123525,-0.0023005830088369604,0.004880857391524601
2021-04-01,0.02565501563029329,0.004310685823611507,0.017461347502659774,0.011097283034259978,0.019997085195434777,0.016363205886056626
